index,comment,n_star,date_time,label,clean_comment,GENERAL,SCREEN,CAMERA,FEATURES,BATTERY,PERFORMANCE,STORAGE,DESIGN,PRICE,SER&ACC
265,"Về sp thì mọi thứ đều ổn trong tầm giá, pin trâu, thiết kế đẹp. Còn vài hạn chế ở điểm độ sáng ngoài trời ko đc tốt, riêng về xiaomi thì sóng luôn chập chờn ( mình dùng redmi note 8 đến bgio là note 9s thì wifi và 4g đều chậm như nhau ). Ngoài ra những thứ khác đều ok. Ai ko qtam nhiều về độ sáng và sóng nhiều thì đây là lậu chọn tốt nhất trong tầm giá.",4,2 tuần trước,{SCREEN#Negative};{FEATURES#Negative};{BATTERY#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};{OTHERS};,về sản phẩm thì mọi thứ đều ổn trong tầm giá pin trâu thiết kế đẹp còn vài hạn chế ở điểm độ sáng ngoài trời không được tốt riêng về xiaomi thì sóng luôn chập chờn mình dùng redmi note 8 đến bgio là note 9s thì wifi và 4g đều chậm như nhau ngoài ra những thứ khác đều ok ai không qtam nhiều về độ sáng và sóng nhiều thì đây là lậu chọn tốt nhất trong tầm giá,positive,negative,none,negative,positive,none,none,positive,neutral,none
266,"Sản phẩm vô cùng tuyệt vời , trong tầm giá thì sản phẩm này có vẻ là lựa chọn tốt nhất",5,9/5/2020,{PRICE#Neutral};{GENERAL#Positive};,sản phẩm vô cùng tuyệt vời trong tầm giá thì sản phẩm này có vẻ là lựa chọn tốt nhất,positive,none,none,none,none,none,none,none,neutral,none
267,Có thể nói là xuất sắc trong tầm giá! khó có đối thủ về pin và hiệu năng còn camera thì tốt trong phân khúc giá.,4,3 tuần trước,{CAMERA#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,có thể nói là xuất sắc trong tầm giá khó có đối thủ về pin và hiệu năng còn camera thì tốt trong phân khúc giá,positive,none,positive,none,positive,positive,none,none,neutral,none
268,"Hở viền sáng , bị bóng mờ lưu ảnh ! Bực mình thật chứ ! Khuyên m.n k nên mua :) rất nhiều lỗi",1,18/04/2020,{SCREEN#Negative};{GENERAL#Negative};,hở viền sáng bị bóng mờ lưu ảnh bực mình thật chứ khuyên mình n không nên mua tốt rất nhiều lỗi,negative,negative,none,none,none,none,none,none,none,none
269,dùng rất tốt wifi bắt rất nhanh chơi game rất mượt chơi lâu thì hơi lag tí ko đáng quan ngại.coi phim 1tiếng chơi game 1 tiếng mấy mất có 20% sử dngj tiếp vẫn dư dùng cho ngày sau. xạc thì từ 20% lên 100% thì mất 1tiếng rưỡi. bám bụi hơi nhiều với chơi game với coi youtube lâu thì hơi ấm phần trên.điện thoại khá tốt màn hình đẹp pin trâu bác nào ko chơi game nhìu thì có thể sử dụng đc gần 2 ngày còn tui chơi gảm hoi nhiều nen sài dc gần 1 ngày,5,3/5/2019,{SCREEN#Positive};{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Neutral};{GENERAL#Positive};{OTHERS};,dùng rất tốt wifi bắt rất nhanh chơi game rất mượt chơi lâu thì hơi lag tí không đáng quan ngại coi phim 1tiếng chơi game 1 tiếng mấy mất có 20 sử dngj tiếp vẫn dư dùng cho ngày sau xạc thì từ 20 lên 100 thì mất 1tiếng rưỡi bám bụi hơi nhiều với chơi game với coi youtube lâu thì hơi ấm phần trên điện thoại khá tốt màn hình đẹp pin trâu bác nào không chơi game nhìu thì có thể sử dụng được gần 2 ngày còn tui chơi gảm hoi nhiều nen xài được gần 1 ngày,positive,positive,none,positive,positive,neutral,none,none,none,none
270,"5 triệu cho một chiếc máy chạy helio p35. mà chỉ hd+. bộ nhớ 128gb để làm gì, 4 camera để làm gì. vivo toàn lừa người dùng thôi",1,25/06/2020,{SCREEN#Negative};{CAMERA#Neutral};{PERFORMANCE#Neutral};{STORAGE#Neutral};{PRICE#Neutral};{SER&ACC#Negative};,5 triệu cho một chiếc máy chạy helio p35 mà chỉ hd bộ nhớ 128gb để làm gì 4 camera để làm gì vivo toàn lừa người dùng thôi,none,negative,neutral,none,none,neutral,neutral,none,neutral,negative
271,"Điện thoại này sử dụng bị nóng máy , xem youtube hay đọc báo thôi mà máy vẫn nóng .chán cái con chip exynos 990 này quá .",3,17/04/2020,{PERFORMANCE#Negative};,điện thoại này sử dụng bị nóng máy xem youtube hay đọc báo thôi mà máy vẫn nóng chán cái con chip exynos 990 này quá,none,none,none,none,none,negative,none,none,none,none
272,Mới mua đc 1tuần. Rất hài lòng. Pin khá trâu. Cảm ứng nhạy. Có nhiều bạn đánh giá khá sai lệch về sp. Và đặc biệt ưng ý về đội ngũ nhân viên tgdd rất nhiệt tình,5,2/10/2019,{FEATURES#Positive};{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};{OTHERS};,mới mua được 1tuần rất hài lòng pin khá trâu cảm ứng nhạy có nhiều bạn đánh giá khá xài lệch về sản phẩm và đặc biệt ưng ý về đội ngũ nhân viên tgdd rất nhiệt tình,positive,none,none,positive,positive,none,none,none,none,positive
273,mới mua về  test thử kqua ko như mong đợi . độ xử lý hơi chậm . pin thì ít . ko dc tặng tai nghe . xài cáp micro usb là thấy nản rồi,2,20/07/2020,{BATTERY#Negative};{PERFORMANCE#Negative};{DESIGN#Negative};{GENERAL#Negative};{SER&ACC#Negative};,mới mua về test thử kqua không như mong đợi độ xử lý hơi chậm pin thì ít không được tặng tai nghe xài cáp micro usb là thấy nản rồi,negative,none,none,none,negative,negative,none,negative,none,negative
274,"Mua từ thời điểm máy mới ra mắt
Tất cả đều ổn. Vân tay nhạy, loa to rõ, phím bấm tốt, chơi game mượt, pin sử dụng thoải mái trong ngày, trừ camera
Nói chung tốt trong tầm giá",4,14/06/2020,{FEATURES#Positive};{BATTERY#Positive};{PERFORMANCE#Positive};{PRICE#Neutral};{GENERAL#Positive};,mua từ thời điểm máy mới ra mắt tất cả đều ổn vân tay nhạy loa to rõ phím bấm tốt chơi game mượt pin sử dụng thoải mái trong ngày trừ camera nói chung tốt trong tầm giá,positive,none,none,positive,positive,positive,none,none,neutral,none
275,"đây là đánh giá khách quan nhất của mình. mặt lưng rất đẹp. loa to nhưng ko có bass. pin rất trâu fb youtube chrome phải 2 ngày mới hết. tầm giá này camera chỉ gọi cho có thôi, cả trc cả sau đều xấu. màn hình viền khá mỏng nên dễ chạm nhầm khi xem youtube. à màn hình nhô cao nên cầm hơi khó chịu. đáng mua hơn redmi 8 và realme 3 và c3. phù hợp cho ng lớn tuổi đọc báo lướt fb",5,25/05/2020,{SCREEN#Neutral};{CAMERA#Negative};{FEATURES#Neutral};{BATTERY#Positive};{DESIGN#Neutral};{GENERAL#Positive};{OTHERS};,đây là đánh giá khách quan nhất của mình mặt lưng rất đẹp loa to nhưng không có bass pin rất trâu fb youtube chrome phải 2 ngày mới hết tầm giá này camera chỉ gọi cho có thôi cả trc cả sau đều xấu màn hình viền khá mỏng nên dễ chạm nhầm khi xem youtube à màn hình nhô cao nên cầm hơi khó chịu đáng mua hơn redmi 8 và realme 3 và c3 phù hợp cho ng lớn tuổi đọc báo lướt fb,positive,neutral,negative,neutral,positive,none,none,neutral,none,none
276,"Sản phẩm này rất tốt chơi game,fb, youtube đều rất tốt camera chụp ảnh rất sắc nét",5,15/03/2020,{CAMERA#Positive};{PERFORMANCE#Positive};{GENERAL#Positive};,sản phẩm này rất tốt chơi game fb youtube đều rất tốt camera chụp ảnh rất sắc nét,positive,none,positive,none,none,positive,none,none,none,none
277,Pin 4000ma nhanh het pin lắm ngày sạc hai 3 lần nếu dung nhiều camera đẹp lắm lúc đơ  cảm ứng  không nhận đợi một lúc được,2,27/07/2020,{CAMERA#Positive};{FEATURES#Negative};{BATTERY#Negative};,pin 40ma nhanh het pin lắm ngày sạc hai 3 lần nếu dung nhiều camera đẹp lắm lúc đơ cảm ứng không nhận đợi một lúc được,none,none,positive,negative,negative,none,none,none,none,none
278,"Pin 43000 nhưng nhanh tuột (lâu lâu mở 4g vào zalo), mặt lưng bằng nhựa nhưng máy rất nóng (bấm cở 5 phút máy đã nóng). Nói chung với 20tr mua sài thất vọng.",1,2 tuần trước,{BATTERY#Negative};{PERFORMANCE#Negative};{PRICE#Neutral};{GENERAL#Negative};,pin 430 nhưng nhanh tuột lâu lâu mở 4g vào zalo mặt lưng bằng nhựa nhưng máy rất nóng bấm cở 5 phút máy đã nóng nói chung với 20tr mua xài thất vọng,negative,none,none,none,negative,negative,none,none,neutral,none
279,"Quá tuyệt vời luôn,chơi game bao mượt ko giật lác.Đừng chần chừ nữa các bạn ôm tiền vào thế giới di động và vác em nó về chiến game đi",5,7/7/2019,{PERFORMANCE#Positive};{GENERAL#Positive};{OTHERS};,quá tuyệt vời luôn chơi game bao mượt không giật lác đừng chần chừ nữa các bạn ôm tiền vào thế giới di động và vác em nó về chiến game đi,positive,none,none,none,none,positive,none,none,none,none
280,Sao khi nghe đt màn hình vẫn sáng mn nhỉ. Như vậy n cứ nhảy linh tinh ý. Còn dùng thì khá là ok,4,24/01/2020,{FEATURES#Negative};{GENERAL#Positive};,sao khi nghe điện thoại màn hình vẫn sáng mọi người nhỉ như vậy n cứ nhảy linh tinh ý còn dùng thì khá là ok,positive,none,none,negative,none,none,none,none,none,none
281,"trải nghiệm tuyệt vời, pin rất ấn tượng. Xứng đáng là một siêu phẩm. Bà con mua còn có thêm chương trình hấp dẫn nữa á",5,23/04/2020,{BATTERY#Positive};{GENERAL#Positive};{SER&ACC#Positive};,trải nghiệm tuyệt vời pin rất ấn tượng xứng đáng là một siêu phẩm bà con mua còn có thêm chương trình hấp dẫn nữa á,positive,none,none,none,positive,none,none,none,none,positive
282,"Tương đối tốt, nói chung pin nhanh hết so với con A70 của mình mua trước đó, phím tăng giảm âm lượng bấm hơi cứng,",4,19/02/2020,{BATTERY#Negative};{DESIGN#Negative};{GENERAL#Neutral};,tương đối tốt nói chung pin nhanh hết so với con a70 của mình mua trước đó phím tăng giảm âm lượng bấm hơi cứng,neutral,none,none,none,negative,none,none,negative,none,none
283,"Dưới 20% khỏi sài bình thường bắt wiffi đã yếu rồi pin yếu thì khỏi nói. 
Loan cảm ứng phản hồi chậm
Khuyên chân thành không nên mua máy này",1,10/8/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,dưới 20 khỏi xài bình thường bắt wiffi đã yếu rồi pin yếu thì khỏi nói loan cảm ứng phản hồi chậm khuyên chân thành không nên mua máy này,negative,none,none,negative,negative,negative,none,none,none,none
284,Sản phẩm sử dụng pin dưới 20% xem 4g có dấu hiệu trễ mạng. Pin không ổn định sau 1 tuần sử dụng khi update bản 13.3.1,3,23/02/2020,{FEATURES#Negative};{BATTERY#Negative};{PERFORMANCE#Negative};,sản phẩm sử dụng pin dưới 20 xem 4g có dấu hiệu trễ mạng pin không ổn định sau 1 tuần sử dụng khi update bản 13 3 1,none,none,none,negative,negative,negative,none,none,none,none
285,Quá tệ với lỗi cảm ứng đa điểm. Tẩy chay sam ssung rồi. Từng là fan nhưng giờ tôi chịu. Samsung a70 bỏ đi,1,11/5/2019,{FEATURES#Negative};{GENERAL#Negative};{SER&ACC#Negative};,quá tệ với lỗi cảm ứng đa điểm tẩy chay sam ssung rồi từng là fan nhưng giờ tôi chịu samsung a70 bỏ đi,negative,none,none,negative,none,none,none,none,none,negative
286,"Mới xài dc 1 tuần, nhiều lúc bấm mở thì nút nguồn ko lên, nhấn cả chục lần mới sang màn hình, lâu lâu cảm ứng còn ko nhận nữa. Pin thì ổn.",2,7/5/2020,{FEATURES#Negative};{BATTERY#Positive};{PERFORMANCE#Negative};,mới xài được 1 tuần nhiều lúc bấm mở thì nút nguồn không lên nhấn cả chục lần mới sang màn hình lâu lâu cảm ứng còn không nhận nữa pin thì ổn,none,none,none,negative,positive,negative,none,none,none,none
287,"Sau hơn hai tháng sử dụng tôi có nhạn xét như sau: - máy thiết kế ổn , gờ màn hình nhô hơi cao so vs khung máy , còn mành hình thì viền hơi dày , đặc biệt chỗ giọt nc nhìn nó thô , xấu khi so vs giọt nc đt khác . Cam trước thì mờ khi quay video . Còn cam sau 48mp để làm màu thôi chứ chất lượng ảnh cx 12mp . Pin của máy thì sạc lâu cực kì , pin dùng thì tụt nhanh như tụt quần . Cảm ứng máy mượt , đôi lúc lag khó chịu thật . - còn điểm này của con máy tôi cực kì phản ánh là về việc bắt sóng , sóng lúc nào cũng chập chờn 1 đến 2 cọc , nhiều lúc điên người vs sóng ........đáng nhẽ tôi cho 5 sao . Nhưng do sóng yếu quá nên 2 sao......."" Dòng đt xiaomi redmi note 7 bắt sóng yếu n",2,3/12/2019,{CAMERA#Negative};{FEATURES#Negative};{BATTERY#Negative};{DESIGN#Neutral};{SER&ACC#Negative};{OTHERS};,sau hơn hai tháng sử dụng tôi có nhạn xét như sau máy thiết kế ổn gờ màn hình nhô hơi cao so với khung máy còn mành hình thì viền hơi dày đặc biệt chỗ giọt nc nhìn nó thô xấu khi so với giọt nc điện thoại khác cam trước thì mờ khi quay video còn cam sau 48mp để làm màu thôi chứ chất lượng ảnh cũng 12mp pin của máy thì sạc lâu cực kì pin dùng thì tụt nhanh như tụt quần cảm ứng máy mượt đôi lúc lag khó chịu thật còn điểm này của con máy tôi cực kì phản ánh là về việc bắt sóng sóng lúc nào cũng chập chờn 1 đến 2 cọc nhiều lúc điên người với sóng đáng nhẽ tôi cho 5 sao nhưng do sóng yếu quá nên 2 sao dòng điện thoại xiaomi redmi note 7 bắt sóng yếu n,none,none,negative,negative,negative,none,none,neutral,none,negative
288,"Pin trâu, chụp hình đẹp, nhận diện khuôn mặt nhanh, vân tay hơi chậm, màn hình 6.8 inh nhưng cầm như note 8. Mình mới mới mua được một tuần. Rất tuyệt vời...",5,6/12/2019,{SCREEN#Positive};{CAMERA#Positive};{FEATURES#Neutral};{BATTERY#Positive};{DESIGN#Positive};{GENERAL#Positive};{OTHERS};,pin trâu chụp hình đẹp nhận diện khuôn mặt nhanh vân tay hơi chậm màn hình 6 8 inh nhưng cầm như note 8 mình mới mới mua được một tuần rất tuyệt vời,positive,positive,positive,neutral,positive,none,none,positive,none,none
289,"Quá tệ. Bảo mật không sài được, loa ngoài đang nghe thì mất luôn, mới mua được 1 tuần. Nản 😪😪, màn hình mở hoài k lên được",3,27/06/2020,{FEATURES#Negative};{PERFORMANCE#Negative};{GENERAL#Negative};,quá tệ bảo mật không xài được loa ngoài đang nghe thì mất luôn mới mua được 1 tuần nản không tốt không tốt màn hình mở hoài không lên được,negative,none,none,negative,none,negative,none,none,none,none
290,Vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tất hết ứng dụng mà mấy nong tụt pin phải  gui đi bảo hành mất 15 ngày quá buồn,1,12/5/2020,{BATTERY#Negative};,vừa hết bao hành đối mới 1 tháng thì máy không làm gì hết tất hết ứng dụng mà mấy nong tụt pin phải gui đi bảo hành mất 15 ngày quá buồn,none,none,none,none,negative,none,none,none,none,none
291,"Máy đẹp, hiệu năng tốt, chụp ảnh tuyệt vời, tốt trong tầm giá, cụm 3 camera nhìn rất đẹp",5,10/4/2019,{CAMERA#Positive};{PERFORMANCE#Positive};{DESIGN#Positive};{PRICE#Neutral};{GENERAL#Positive};,máy đẹp hiệu năng tốt chụp ảnh tuyệt vời tốt trong tầm giá cụm 3 camera nhìn rất đẹp,positive,none,positive,none,none,positive,none,positive,neutral,none
